Ebene;Von;Nach;Miete;Beliebtheitsfaktor
1;Belgrad;Bukareszt;10100;0.064
1;Belgrad;Doha;110900;0.048
1;Belgrad;Dubaj;85500;0.024
1;Belgrad;Frankfurt;82700;0.098
1;Belgrad;Genewa;13000;0.028
1;Belgrad;Stambuł;64900;0.112
1;Belgrad;Kopenhaga;24600;0.035
1;Belgrad;Lublana;10200;0.159
1;Belgrad;Londyn;64700;0.043
1;Belgrad;Mediolan;20800;0.048
1;Belgrad;Malta;16600;0.057
1;Belgrad;Moskwa;194100;0.214
1;Belgrad;Monachium;48000;0.1
1;Belgrad;Nowy;153100;0.034
1;Belgrad;Oslo;23100;0.031
1;Belgrad;Paryż;93700;0.081
1;Belgrad;Podgorica;25800;0.824
1;Belgrad;Praga;8800;0.029
1;Belgrad;Rzym;34700;0.083
1;Belgrad;Sarajewo;2200;0.106
1;Belgrad;Skopje;4900;0.101
1;Belgrad;Sofia;3800;0.045
1;Belgrad;Tel;46900;0.053
1;Belgrad;Tirana;6100;0.089
1;Belgrad;Warszawa;18600;0.057
1;Belgrad;Wiedeń;31000;0.119
1;Belgrad;Zagrzeb;5900;0.098
1;Belgrad;Zurych;124100;0.231
1;Belize;Chicago;30500;0.06
1;Belize;Dallas;80100;0.249
1;Belize;Houston;158200;0.559
1;Belize;Miami;97500;0.333
1;Belize;San;5100;0.103
1;Bermudy;Boston;83200;0.488
1;Bermudy;Miami;88000;0.23
1;Bermudy;Filadelfia;24600;0.181
1;Bermudy;Toronto;47300;0.101
1;Bogota;Buenos;402300;0.188
1;Bogota;Cancún;243400;0.191
1;Bogota;Caracas;48900;0.277
1;Bogota;Dallas;129100;0.069
1;Bogota;Frankfurt;411100;0.042
1;Bogota;Gwatemala;37400;0.071
1;Bogota;Hawana;65600;0.089
1;Bogota;Houston;185100;0.1
1;Bogota;Lima;486800;0.569
1;Bogota;Londyn;363600;0.036
1;Bogota;Meksyk;769700;0.42
1;Bogota;Miami;641600;0.392
1;Bogota;Monachium;269200;0.034
1;Bogota;Nowy;455100;0.136
1;Bogota;Orlando;218700;0.218
1;Bogota;Panama;170600;0.422
1;Bogota;Paryż;407100;0.043
1;Bogota;Punta;99300;0.171
1;Bogota;Rio;131800;0.106
1;Bogota;San;85900;0.201
1;Bogota;Santiago;754700;0.398
1;Bogota;Santo;47800;0.105
1;Bogota;São;519500;0.237
1;Bogota;Toronto;200200;0.06
1;Bordeaux;Bruksela;19500;0.057
1;Bordeaux;Budapeszt;14500;0.028
1;Bordeaux;Casablanca;36100;0.093
1;Bordeaux;Dublin;33400;0.067
1;Bordeaux;Frankfurt;18700;0.03
1;Bordeaux;Genewa;31100;0.157
1;Bordeaux;Stambuł;35700;0.024
1;Bordeaux;Kopenhaga;14700;0.021
1;Bordeaux;Lizbona;69200;0.163
1;Bordeaux;Luksemburg;13100;0.093
1;Bordeaux;Madryt;26300;0.088
1;Bordeaux;Mediolan;14300;0.047
1;Bordeaux;Manchester;14600;0.036
1;Bordeaux;Montreal;63500;0.037
1;Bordeaux;Palma;16100;0.067
1;Bordeaux;Porto;16400;0.08
1;Bordeaux;Rzym;9700;0.018
1;Bordeaux;Tunis;11400;0.041
1;Bordeaux;Wenecja;18200;0.066
1;Bordeaux;Zurych;23900;0.064
1;Boston;Azory;118900;0.466
1;Boston;Cancún;129300;0.09
1;Boston;Casablanca;90200;0.041
1;Boston;Doha;632400;0.075
1;Boston;Dubaj;790100;0.064
1;Boston;Frankfurt;454200;0.078
1;Boston;Halifax;20300;0.284
1;Boston;Hongkong;598300;0.045
1;Boston;Stambuł;348100;0.051
1;Boston;Kopenhaga;143800;0.037
1;Boston;Lizbona;433300;0.134
1;Boston;Meksyk;187300;0.096
1;Boston;Montreal;32000;0.175
1;Boston;Monachium;308600;0.064
1;Boston;Nassau;31700;0.065
1;Boston;Ottawa;8800;0.126
1;Boston;Panama;130500;0.07
1;Boston;Paryż;823600;0.148
1;Boston;Pekin;489300;0.068
1;Boston;Port-au-Prince;24100;0.06
1;Boston;Punta;80000;0.094
1;Boston;Reykjavík;248900;0.2
1;Boston;São;175900;0.049
1;Boston;Seul;255000;0.023
1;Boston;Szanghaj;329900;0.037
1;Boston;Tel;172300;0.034
1;Boston;Tokio;358600;0.045
1;Boston;Toronto;136000;0.271
1;Boston;Zurych;318900;0.076
1;Brasilia;Buenos;81600;0.287
1;Brasilia;Lizbona;295400;0.223
1;Brasilia;Miami;288900;0.28
1;Brasilia;Panama;120000;0.191
1;Bratysława;Dubaj;53000;0.024
1;Bratysława;Dublin;54000;0.098
1;Bratysława;Kijów;12200;0.066
1;Bratysława;Malta;12800;0.062
1;Bratysława;Manchester;19900;0.048
1;Bratysława;Skopje;14900;0.234
1;Bratysława;Sofia;15200;0.14
1;Brazawila;Paryż;118100;0.102
1;Brisbane;Auckland;624600;0.783
1;Brisbane;Christchurch;229800;0.664
1;Brisbane;Denpasar;483700;0.281
1;Brisbane;Dubaj;2088700;0.178
1;Brisbane;Kanton;327700;0.1
1;Brisbane;Honolulu;158900;0.086
1;Brisbane;Kuala;234800;0.052
1;Brisbane;Los;1413300;0.22
1;Brisbane;Manila;117200;0.039
1;Brisbane;Seul;258800;0.039
1;Brisbane;Szanghaj;183800;0.039
1;Brisbane;Shenzhen;90100;0.049
1;Brisbane;Singapur;1705700;0.325
1;Brisbane;Tokio;350600;0.078
1;Brisbane;Vancouver;503800;0.106
1;Brisbane;Wellington;138000;0.539
1;Brunei;Denpasar;25700;0.077
1;Brunei;Dubaj;180800;0.048
1;Brunei;Ho;16800;0.064
1;Brunei;Hongkong;53600;0.055
1;Brunei;Dżakarta;32100;0.085
1;Brunei;Kuala;184800;0.31
1;Brunei;Londyn;491500;0.082
1;Brunei;Manila;52100;0.14
1;Brunei;Melbourne;245700;0.217
1;Brunei;Seul;50400;0.027
1;Brunei;Szanghaj;32100;0.029
1;Brunei;Singapur;97400;0.156
1;Brunei;Tajpej;28900;0.031
1;Brunei;Tokio;44900;0.029
1;Bruksela;Abidżan;126300;0.071
1;Bruksela;Bandżul;99800;0.144
1;Bruksela;Barcelona;329700;0.24
1;Bruksela;Budapeszt;69400;0.075
1;Bruksela;Bukareszt;90600;0.071
1;Bruksela;Casablanca;106500;0.072
1;Bruksela;Chicago;266300;0.048
1;Bruksela;Dakar;134500;0.091
1;Bruksela;Doha;308700;0.046
1;Bruksela;Dual;123200;0.118
1;Bruksela;Dubaj;657400;0.065
1;Bruksela;Dublin;96900;0.105
1;Bruksela;Frankfurt;61600;0.12
1;Bruksela;Freetown;48300;0.079
1;Bruksela;Genewa;109500;0.235
1;Bruksela;Hamburg;30600;0.088
1;Bruksela;Helsinki;134000;0.09
1;Bruksela;Heraklion;90900;0.086
1;Bruksela;Hongkong;248400;0.015
1;Bruksela;Stambuł;256700;0.079
1;Bruksela;Kair;59500;0.021
1;Bruksela;Kampala;97100;0.055
1;Bruksela;Kijów;97500;0.078
1;Bruksela;Kopenhaga;116800;0.138
1;Bruksela;Kraków;17000;0.028
1;Bruksela;Larnaka;26900;0.017
1;Bruksela;Las;69100;0.024
1;Bruksela;Lizbona;372700;0.202
1;Bruksela;Lublana;22200;0.088
1;Bruksela;Lomé;109400;0.104
1;Bruksela;Londyn;78800;0.121
1;Bruksela;Madryt;412600;0.23
1;Bruksela;Mediolan;85400;0.128
1;Bruksela;Malaga;269100;0.192
1;Bruksela;Malta;60700;0.059
1;Bruksela;Manchester;45800;0.082
1;Bruksela;Matoto;50400;0.059
1;Bruksela;Miami;70600;0.009
1;Bruksela;Monrovia;49900;0.09
1;Bruksela;Montreal;317600;0.075
1;Bruksela;Moskwa;204900;0.083
1;Bruksela;Monachium;91200;0.115
1;Bruksela;Nowy;708900;0.092
1;Bruksela;Nicea;92200;0.17
1;Bruksela;Oslo;100800;0.105
1;Bruksela;Wagadugu;53900;0.069
1;Bruksela;Palma;74700;0.065
1;Bruksela;Paryż;15900;0.037
1;Bruksela;Pekin;270100;0.03
1;Bruksela;Praga;72400;0.121
1;Bruksela;Reykjavík;67000;0.057
1;Bruksela;Ryga;55000;0.067
1;Bruksela;Rzym;240500;0.171
1;Bruksela;Santo;107500;0.033
1;Bruksela;Szanghaj;163500;0.014
1;Bruksela;Shenzhen;118700;0.024
1;Bruksela;Sofia;31000;0.035
1;Bruksela;Petersburg;17000;0.017
1;Bruksela;Tallinn;38000;0.066
1;Bruksela;Tel;257800;0.081
1;Bruksela;Tirana;26200;0.044
1;Bruksela;Tokio;346000;0.029
1;Bruksela;Toronto;166100;0.023
1;Bruksela;Tunis;37400;0.043
1;Bruksela;Wenecja;56100;0.102
1;Bruksela;Wilno;24600;0.039
1;Bruksela;Warszawa;119300;0.124
1;Bruksela;Waszyngton;457800;0.113
1;Bruksela;Wiedeń;156000;0.143
1;Bruksela;Zagrzeb;35900;0.095
1;Bruksela;Zurych;55800;0.097
1;Budapeszt;Antalya;36600;0.04
1;Budapeszt;Bukareszt;8500;0.025
1;Budapeszt;Chicago;77900;0.016
1;Budapeszt;Doha;271900;0.07
1;Budapeszt;Dubaj;267200;0.045
1;Budapeszt;Dublin;123900;0.073
1;Budapeszt;Frankfurt;182900;0.173
1;Budapeszt;Genewa;29200;0.044
1;Budapeszt;Glasgow;17600;0.028
1;Budapeszt;Hamburg;26800;0.052
1;Budapeszt;Helsinki;86700;0.086
1;Budapeszt;Stambuł;84000;0.071
1;Budapeszt;Kair;18900;0.013
1;Budapeszt;Kijów;27300;0.059
1;Budapeszt;Kopenhaga;62000;0.072
1;Budapeszt;Kraków;3300;0.026
1;Budapeszt;Larnaka;29100;0.039
1;Budapeszt;Lizbona;136500;0.068
1;Budapeszt;Londyn;190000;0.091
1;Budapeszt;Madryt;148000;0.073
1;Budapeszt;Mediolan;55100;0.088
1;Budapeszt;Malta;31400;0.056
1;Budapeszt;Manchester;81900;0.063
1;Budapeszt;Moskwa;139700;0.107
1;Budapeszt;Monachium;66700;0.118
1;Budapeszt;Nowy;152300;0.022
1;Budapeszt;Nicea;10100;0.02
1;Budapeszt;Oslo;89600;0.091
1;Budapeszt;Paryż;155900;0.097
1;Budapeszt;Pekin;75100;0.012
1;Budapeszt;Filadelfia;255800;0.095
1;Budapeszt;Podgorica;5400;0.055
1;Budapeszt;Porto;24200;0.021
1;Budapeszt;Praga;31500;0.104
1;Budapeszt;Reykjavík;46200;0.036
1;Budapeszt;Ryga;10500;0.022
1;Budapeszt;Rzym;64900;0.086
1;Budapeszt;Sarajewo;3600;0.051
1;Budapeszt;Szanghaj;97900;0.012
1;Budapeszt;Skopje;5900;0.04
1;Budapeszt;Sofia;7100;0.029
1;Budapeszt;Petersburg;32800;0.053
1;Budapeszt;Tel;281400;0.176
1;Budapeszt;Tirana;8400;0.044
1;Budapeszt;Toronto;141700;0.022
1;Budapeszt;Warszawa;54800;0.16
1;Budapeszt;Wiedeń;8500;0.045
1;Budapeszt;Zurych;58300;0.081
1;Buenos;Addis;267000;0.047
1;Buenos;Auckland;294600;0.062
1;Buenos;Doha;338700;0.028
1;Buenos;Dubaj;497300;0.028
1;Buenos;Frankfurt;717100;0.056
1;Buenos;Houston;375000;0.086
1;Buenos;Stambuł;401000;0.033
1;Buenos;Lima;607400;0.412
1;Buenos;Meksyk;439100;0.099
1;Buenos;Montevideo;2900;0.065
1;Buenos;Nowy;1300200;0.176
1;Buenos;Panama;426600;0.144
1;Buenos;Punta;89100;0.041
1;Buenos;Rio;421300;0.746
1;Buenos;Rzym;1140800;0.129
1;Buenos;Santa;119800;0.374
1;Buenos;São;725200;0.806
1;Buenos;Zurych;178000;0.02
1;Bujumbura;Nairobi;13700;0.299
1;Bukareszt;Kiszyniów;15100;0.185
1;Bukareszt;Moskwa;51400;0.046
1;Bukareszt;Praga;39400;0.063
1;Bukareszt;Sofia;3800;0.036
1;Bukareszt;Tel;275100;0.262
1;Bukareszt;Warszawa;62800;0.12
1;Bukareszt;Zurych;46800;0.042
1;Busan;Ho;174600;0.1
1;Busan;Makau;69300;0.094
1;Busan;Osaka;181200;0.493
1;Busan;Qingdao;52600;0.255
1;Busan;Szanghaj;90400;0.144
1;Busan;Singapur;104000;0.022
1;Busan;Tokio;186100;0.235
1;Busan;Ułan;44800;0.143
1;Busan;Wientian;79700;0.134
1;Busan;Władywostok;48200;0.348
1;Busan;Xianyang;17600;0.042
1;Calgary;Chicago;188600;0.216
1;Calgary;Dallas;154100;0.179
1;Calgary;Denver;168800;0.585
1;Calgary;Houston;372100;0.347
1;Calgary;Paryż;107200;0.018
1;Calgary;Phoenix;173800;0.561
1;Calgary;Salt;42100;0.285
1;Cancún;Atlanta;351300;0.345
1;Cancún;Bruksela;145300;0.02
1;Cancún;Buenos;223300;0.056
1;Cancún;Calgary;274000;0.162
1;Cancún;Chicago;573800;0.365
1;Cancún;Denver;523700;0.568
1;Cancún;Detroit;241900;0.242
1;Cancún;Edmonton;134800;0.15
1;Cancún;Frankfurt;517200;0.044
1;Cancún;Glasgow;90900;0.033
1;Cancún;Gwatemala;16600;0.064
1;Cancún;Houston;429800;0.502
1;Cancún;Las;49400;0.046
1;Cancún;Lima;439200;0.2
1;Cancún;Lizbona;65600;0.01
1;Cancún;Madryt;642800;0.073
1;Cancún;Mediolan;92800;0.013
1;Cancún;Minneapolis;252800;0.234
1;Cancún;Montreal;429500;0.234
1;Cancún;Monachium;76600;0.008
1;Cancún;Nowy;532400;0.2
1;Cancún;Orlando;63200;0.137
1;Cancún;Ottawa;46700;0.083
1;Cancún;Panama;280700;0.266
1;Cancún;Phoenix;61900;0.081
1;Cancún;Rzym;98300;0.011
1;Cancún;Salt;116500;0.165
1;Cancún;San;408000;0.156
1;Cancún;Seattle;133900;0.071
1;Cancún;Toronto;585900;0.232
1;Cancún;Vancouver;274700;0.094
1;Cancún;Zurych;184500;0.022
1;Cane;Boston;30900;0.049
1;Cane;Charlotte;34700;0.08
1;Cane;Fort-de-France;2600;0.159
1;Cane;Frankfurt;92900;0.026
1;Cane;Kingston;16400;0.099
1;Cane;Manchester;272900;0.135
1;Cane;Miami;152200;0.193
1;Cane;Nowy;205300;0.161
1;Cane;Piarco;20700;0.646
1;Cane;Toronto;210700;0.156
1;Caracas;Buenos;69300;0.076
1;Caracas;Stambuł;123500;0.034
1;Caracas;Lima;56800;0.117
1;Caracas;Lizbona;92300;0.053
1;Caracas;Madryt;557400;0.234
1;Caracas;Paryż;182500;0.056
1;Caracas;San;17700;0.071
1;Casablanca;Abidżan;120000;0.175
1;Casablanca;Akra;52400;0.08
1;Casablanca;Bangui;47900;0.212
1;Casablanca;Brazawila;74200;0.203
1;Casablanca;Kotonu;44300;0.122
1;Casablanca;Doha;454800;0.092
1;Casablanca;Dual;81200;0.174
1;Casablanca;Dubaj;645600;0.086
1;Casablanca;Frankfurt;98800;0.041
1;Casablanca;Genewa;45700;0.045
1;Casablanca;Stambuł;330600;0.106
1;Casablanca;Libreville;46700;0.103
1;Casablanca;Lizbona;41700;0.1
1;Casablanca;Lomé;44900;0.107
1;Casablanca;Londyn;58800;0.024
1;Casablanca;Luanda;70400;0.074
1;Casablanca;Madryt;72800;0.098
1;Casablanca;Mediolan;76200;0.062
1;Casablanca;Miami;100900;0.022
1;Casablanca;Monrovia;39100;0.191
1;Casablanca;Montreal;473100;0.174
1;Casablanca;Maskat;143000;0.042
1;Casablanca;Ndżamena;33600;0.136
1;Casablanca;Nowy;352800;0.074
1;Casablanca;Niamey;38400;0.151
1;Casablanca;Nicea;24000;0.034
1;Casablanca;Wagadugu;35200;0.128
1;Casablanca;Porto;17200;0.047
1;Casablanca;Rijad;189900;0.076
1;Casablanca;Rio;111900;0.057
1;Casablanca;Rzym;110200;0.074
1;Casablanca;São;194700;0.052
1;Casablanca;Wenecja;49300;0.055
1;Casablanca;Waszyngton;152900;0.061
1;Cebu;Busan;288300;0.392
1;Cebu;Hongkong;229200;0.189
1;Cebu;Kuala;46900;0.032
1;Cebu;Kunming;29600;0.056
1;Cebu;Makau;72400;0.179
1;Cebu;Osaka;95200;0.078
1;Cebu;Szanghaj;123200;0.102
1;Cebu;Shenzhen;22800;0.062
1;Cebu;Tajpej;178400;0.191
1;Cebu;Tokio;321800;0.194
1;Charlotte;Barcelona;241600;0.064
1;Charlotte;Cancún;149500;0.239
1;Charlotte;Dublin;251600;0.084
1;Charlotte;Frankfurt;571500;0.113
1;Charlotte;George;130700;0.632
1;Charlotte;Madryt;325300;0.085
1;Charlotte;Meksyk;80000;0.083
1;Charlotte;Montreal;45200;0.108
1;Charlotte;Monachium;797600;0.192
1;Charlotte;Nassau;93500;0.452
1;Charlotte;Punta;194900;0.377
1;Charlotte;Rzym;449400;0.114
1;Charlotte;San;86300;0.135
1;Charlotte;Simpson;90300;0.296
1;Charlotte;Toronto;96800;0.201
1;Chengdu;Denpasar;74200;0.042
1;Chengdu;Doha;106900;0.03
1;Chengdu;Frankfurt;273000;0.041
1;Chengdu;Ho;35900;0.039
1;Chengdu;Hongkong;255500;0.211
1;Chengdu;Stambuł;101300;0.02
1;Chengdu;Kuala;232000;0.105
1;Chengdu;Londyn;117500;0.015
1;Chengdu;Makau;53000;0.133
1;Chengdu;Melbourne;185500;0.06
1;Chengdu;Moskwa;97500;0.03
1;Chengdu;Osaka;156200;0.1
1;Chengdu;Phnom;32600;0.057
1;Chengdu;Phuket;386400;0.45
1;Chengdu;Rangun;40100;0.1
1;Chengdu;San;172100;0.037
1;Chengdu;Seul;145900;0.076
1;Chengdu;Sydney;161700;0.042
1;Chengdu;Tajpej;90500;0.071
1;Chengdu;Tel;89500;0.028
1;Chengdu;Tokio;235900;0.108
1;Chengdu;Wientian;14600;0.067
1;Czennaj;Dubaj;809200;0.304
1;Czennaj;Maskat;207600;0.206
1;Czennaj;Rijad;45500;0.035
1;Czennaj;Singapur;677600;0.293
1;Chiang;Chengdu;24100;0.086
1;Chiang;Doha;76300;0.031
1;Chiang;Kanton;150900;0.283
1;Chiang;Hanoi;29400;0.147
1;Chiang;Ho;21400;0.059
1;Chiang;Hongkong;146200;0.141
1;Chiang;Kuala;83600;0.09
1;Chiang;Kunming;95400;0.673
1;Chiang;Makau;54100;0.161
1;Chiang;Pekin;177000;0.147
1;Chiang;Rangun;6400;0.104
1;Chiang;Seul;229800;0.108
1;Chiang;Szanghaj;333500;0.264
1;Chiang;Shenzhen;41400;0.133
1;Chiang;Singapur;76800;0.061
1;Chiang;Tajpej;153000;0.125
1;Chiang;Xianyang;29400;0.108
1;Chicago;Meksyk;624800;0.329
1;Chicago;Montreal;155100;0.22
1;Chicago;Oranjestad;76200;0.055
1;Chicago;Ottawa;21400;0.11
1;Chicago;Panama;281000;0.116
1;Chicago;Pekin;737600;0.08
1;Chicago;Punta;244200;0.182
1;Chicago;Rzym;751100;0.105
1;Chicago;Szanghaj;926500;0.082
1;Chicago;Tajpej;425400;0.033
1;Chicago;Tokio;1722900;0.176
1;Chicago;Toronto;252200;0.391
1;Chicago;Vancouver;456500;0.26
1;Chicago;Warszawa;447300;0.092
1;Chicago;Wiedeń;364600;0.053
1;Chicago;Winnipeg;36400;0.21
1;Chicago;Zurych;431200;0.066
1;Kiszyniów;Mediolan;20500;0.04
1;Kiszyniów;Mińsk;9300;0.084
1;Kiszyniów;Moskwa;27000;0.064
1;Kiszyniów;Petersburg;38300;0.154
1;Kiszyniów;Tel;45100;0.081
1;Kiszyniów;Wenecja;11900;0.043
1;Kiszyniów;Warszawa;12600;0.056
1;Kiszyniów;Wiedeń;23900;0.066
1;Christchurch;Dubaj;590400;0.083
1;Christchurch;Fidżi;44900;0.196
1;Christchurch;Melbourne;274800;0.629
1;Christchurch;Singapur;419200;0.113
1;Christchurch;Sydney;310600;0.65
1;Kolombo;Chengdu;74700;0.061
1;Kolombo;Czennaj;166900;0.835
1;Kolombo;Dhaka;65700;0.083
1;Kolombo;Doha;1066700;0.347
1;Kolombo;Dubaj;1042200;0.26
1;Kolombo;Hongkong;127700;0.029
1;Kolombo;Stambuł;157700;0.027
1;Kolombo;Karaczi;36400;0.057
1;Kolombo;Kuala;353100;0.164
1;Kolombo;Kuwejt;337600;0.151
1;Kolombo;Londyn;493700;0.049
1;Kolombo;Melbourne;426100;0.117
1;Kolombo;Moskwa;158000;0.035
1;Kolombo;Mumbaj;118200;0.17
1;Kolombo;Pekin;130700;0.036
1;Kolombo;Seszele;30400;0.069
1;Kolombo;Szanghaj;204600;0.05
1;Kolombo;Singapur;458900;0.157
1;Kolombo;Tokio;199700;0.037
1;Kotonu;Abidżan;38300;0.923
1;Kotonu;Bruksela;56800;0.063
1;Kotonu;Dakar;23300;0.18
1;Kotonu;Dual;20600;0.721
1;Kotonu;Libreville;24200;0.796
1;Kotonu;Lomé;1200;0.253
1;Dakar;Abidżan;124700;0.66
1;Dakar;Bamako;41800;0.676
1;Dakar;Bandżul;4700;0.65
1;Dakar;Casablanca;195600;0.411
1;Dakar;Dubaj;109600;0.024
1;Dakar;Stambuł;65700;0.027
1;Dakar;Lomé;35500;0.248
1;Dakar;Madryt;116100;0.088
1;Dakar;Mediolan;98400;0.076
1;Dakar;Nairobi;70100;0.065
1;Dakar;Nowy;121200;0.049
1;Dakar;Wagadugu;35300;0.374
1;Dakar;Paryż;489400;0.221
1;Dallas;Amsterdam;307100;0.033
1;Dallas;Buenos;373500;0.089
1;Dallas;Cancún;444300;0.444
1;Dallas;Doha;735200;0.061
1;Dallas;Dubaj;875100;0.05
1;Dallas;Dublin;151700;0.026
1;Dallas;Frankfurt;1025900;0.107
1;Dallas;Gwatemala;67700;0.117
1;Dallas;Hongkong;1304900;0.082
1;Dallas;Lima;312200;0.118
1;Dallas;Londyn;2724200;0.278
1;Dallas;Madryt;1072200;0.143
1;Dallas;Meksyk;429700;0.455
1;Dallas;Montreal;127800;0.1
1;Dallas;Monachium;282100;0.036
1;Dallas;Nassau;71900;0.121
1;Dallas;Paryż;1097400;0.117
1;Dallas;Pekin;848300;0.097
1;Dallas;Rzym;491900;0.066
1;Dallas;San;154500;0.147
1;Dallas;Santiago;332800;0.088
1;Dallas;São;426700;0.095
1;Dallas;Seul;1369800;0.105
1;Dallas;Szanghaj;1085000;0.103
1;Dallas;Sydney;996600;0.12
1;Dallas;Tokio;2199300;0.245
1;Dallas;Toronto;262100;0.165
1;Dallas;Vancouver;325400;0.208
1;Damaszek;Bagdad;24400;0.561
1;Damaszek;Kuwejt;39700;0.256
1;Damaszek;Teheran;24300;0.211
1;Darwin;Singapur;164900;0.247
1;Dar;Doha;68500;0.054
1;Dar;Harare;16300;0.195
1;Dar;Lumbadzi;8500;0.271
1;Dar;Mumbaj;45800;0.055
1;Delhi;Addis;290100;0.103
1;Delhi;Amsterdam;475100;0.054
1;Delhi;Bagdad;50600;0.051
1;Delhi;Chicago;412500;0.051
1;Delhi;Kolombo;280500;0.216
1;Delhi;Doha;379200;0.134
1;Delhi;Dubaj;1170500;0.337
1;Delhi;Frankfurt;800900;0.096
1;Delhi;Kanton;334600;0.122
1;Delhi;Helsinki;183300;0.048
1;Delhi;Hongkong;681200;0.127
1;Delhi;Katmandu;184500;0.618
1;Delhi;Kijów;168700;0.068
1;Delhi;Kuala;635600;0.144
1;Delhi;Kunming;32900;0.033
1;Delhi;Kuwejt;215200;0.108
1;Delhi;Londyn;1532800;0.151
1;Delhi;Madryt;128100;0.016
1;Delhi;Mediolan;200100;0.04
1;Delhi;Male;58800;0.059
1;Delhi;Mauritius;91000;0.047
1;Delhi;Melbourne;191200;0.033
1;Delhi;Moskwa;430000;0.11
1;Delhi;Monachium;298200;0.047
1;Delhi;Maskat;235000;0.176
1;Delhi;Pekin;318000;0.091
1;Delhi;Phuket;180300;0.106
1;Delhi;Rijad;195600;0.106
1;Delhi;Rzym;362800;0.063
1;Delhi;Seul;317700;0.049
1;Delhi;Szanghaj;296600;0.066
1;Delhi;Singapur;974800;0.169
1;Delhi;Sydney;324300;0.044
1;Delhi;Tajpej;79100;0.016
1;Delhi;Taszkent;40700;0.079
1;Delhi;Teheran;51100;0.044
1;Delhi;Tel;125100;0.039
1;Delhi;Tokio;543000;0.09
1;Delhi;Vancouver;551500;0.076
1;Delhi;Warszawa;53600;0.015
1;Delhi;Waszyngton;303800;0.048
1;Delhi;Wiedeń;137700;0.026
1;Delhi;Zurych;236700;0.04
1;Denpasar;Darwin;48700;0.308
1;Denpasar;Ho;43000;0.031
1;Denpasar;Hongkong;653400;0.15
1;Denpasar;Stambuł;243200;0.022
1;Denpasar;Kunming;123400;0.091
1;Denpasar;Manila;268600;0.136
1;Denpasar;Moskwa;222400;0.028
1;Denpasar;Osaka;210900;0.054
1;Denpasar;Pekin;504500;0.115
1;Denpasar;Perth;617000;0.775
1;Denpasar;Seul;588900;0.091
1;Denpasar;Szanghaj;397800;0.096
1;Denpasar;Shenzhen;180100;0.137
1;Denpasar;Singapur;1048500;0.513
1;Denpasar;Sydney;865400;0.301
1;Denpasar;Tajpej;410700;0.108
1;Denpasar;Tokio;322900;0.064
1;Denpasar;Xianyang;71300;0.055
1;Denver;Edmonton;80600;0.481
1;Denver;Frankfurt;875000;0.164
1;Denver;Londyn;640200;0.117
1;Denver;Meksyk;59700;0.072
1;Denver;Montreal;47100;0.061
1;Denver;Monachium;405800;0.093
1;Denver;Punta;55600;0.062
1;Denver;Reykjavík;155800;0.127
1;Denver;San;143400;0.444
1;Denver;Tokio;665700;0.145
1;Denver;Toronto;218300;0.221
1;Denver;Vancouver;234200;0.415
1;Denver;Winnipeg;33400;0.342
1;Detroit;Amman;134900;0.045
1;Detroit;Amsterdam;2131500;0.411
1;Detroit;Frankfurt;788400;0.146
1;Detroit;Londyn;838200;0.155
1;Detroit;Meksyk;182700;0.143
1;Detroit;Montreal;76100;0.245
1;Detroit;Monachium;267000;0.06
1;Detroit;Ottawa;21300;0.262
1;Detroit;Paryż;1040400;0.199
1;Detroit;Pekin;515600;0.089
1;Detroit;Rzym;333600;0.078
1;Detroit;São;71800;0.023
1;Detroit;Seul;1066200;0.121
1;Detroit;Szanghaj;1118100;0.157
1;Detroit;Toronto;53700;0.273
1;Dhaka;Czennaj;19300;0.044
1;Dhaka;Delhi;64900;0.095
1;Dhaka;Dżudda;1111400;0.374
1;Dhaka;Hongkong;84100;0.036
1;Dhaka;Katmandu;26200;0.159
1;Dhaka;Kuala;629600;0.31
1;Dhaka;Kunming;36000;0.108
1;Dhaka;Kuwejt;458800;0.227
1;Dhaka;Londyn;302800;0.037
1;Dhaka;Maskat;241000;0.16
1;Dhaka;Pekin;85100;0.045
1;Dhaka;Rijad;520300;0.287
1;Dhaka;Singapur;447800;0.165
1;Dżibuti;Mogadiszu;18000;0.944
1;Doha;Ankara;99300;0.098
1;Doha;Baku;80000;0.086
1;Doha;Bejrut;369600;0.256
1;Doha;Bukareszt;171300;0.059
1;Doha;Czennaj;276900;0.133
1;Doha;Chicago;690200;0.057
1;Doha;Denpasar;1465400;0.191
1;Doha;Dhaka;885000;0.301
1;Doha;Dżibuti;36900;0.115
1;Doha;Dublin;280300;0.033
1;Doha;Frankfurt;648300;0.066
1;Doha;Genewa;222200;0.043
1;Doha;Hanoi;522600;0.104
1;Doha;Helsinki;358600;0.071
1;Doha;Ho;393600;0.063
1;Doha;Hongkong;763700;0.054
1;Doha;Houston;676800;0.051
1;Doha;Islamabad;254600;0.221
1;Doha;Stambuł;458600;0.088
1;Doha;Johannesburg;703000;0.125
1;Doha;Kampala;50100;0.04
1;Doha;Karaczi;152700;0.178
1;Doha;Chartum;24000;0.023
1;Doha;Kijów;189800;0.067
1;Doha;Kigali;54700;0.04
1;Doha;Kuala;961400;0.091
1;Doha;Kuwejt;316000;0.503
1;Doha;Lagos;240800;0.089
1;Doha;Larnaka;94500;0.068
1;Doha;Lizbona;127100;0.016
